chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,original_sample,LABEL
0.37133425,1.3861928e-06,1773.8352076670842,1341.5588941639908,3009.557845744681,0.16341318982712766,-1107.9794,17.998692,-5.998004,-16.830084,-12.711699,-4.656716,2.6640651,6.9213414,4.373973,0.24856824,-1.133184,-0.45210773,-2.0564077,-3.2447832,-1.7991315,0.11201713,1.7742852,2.124313,-0.30212528,-2.5070732,biden-to-linus,FAKE
0.35604823,2.1747794e-06,1930.3635069146128,1580.7777934757924,3385.222739361702,0.15912254820478725,-1109.425,16.064476,7.8109717,2.4129608,-1.325368,-3.5399368,-4.110509,-2.6818311,-4.3224773,-5.1277103,-3.8938844,-1.4863346,-2.5212743,-2.1237926,-2.4721894,-1.3429219,-1.4018115,-2.1308968,-1.2661839,-2.6379902,biden-to-linus,FAKE
0.35523623,1.4323673e-06,1453.4116926109805,1304.045034817893,2579.371675531915,0.11622132646276596,-1114.9001,13.664978,0.6241929,-3.5749774,-4.339351,-2.9321992,-1.2634739,-0.05915856,-0.36739188,-2.5569394,-2.2090523,-1.1019835,-1.0435021,-0.68438584,-0.7973094,-0.32548398,-0.23353767,-1.0110576,-1.4951097,-2.3308215,biden-to-linus,FAKE
0.35350448,2.3455207e-06,1784.232128932347,1562.3158867321958,3264.7107712765956,0.13895757147606383,-1109.1017,17.419794,7.943555,6.936548,2.0039437,-5.920785,-6.310517,-3.1494255,-4.0156946,-6.7636485,-5.0983343,-2.2649956,-3.3689294,-0.84035933,-1.5143589,-1.0711132,-0.6390788,-1.9566604,-1.0048784,-1.50027,biden-to-linus,FAKE
0.35799673,1.238141e-06,1454.85555209302,1440.3025391082588,2706.9481382978724,0.09634724069148937,-1118.0946,12.323624,5.4204054,4.6845446,1.6034969,-3.0593693,-3.9304621,-2.407562,-2.416226,-3.429049,-1.7883279,-0.6392567,-1.5071307,-1.2878803,-1.1376857,-0.6733825,-0.36897367,-1.3603761,-1.2702699,-0.7951048,biden-to-linus,FAKE
0.36073297,2.3926946e-06,1430.9461060333217,1447.600196638366,2604.222074468085,0.09667449301861702,-1110.0822,21.01934,7.4729347,-0.10542382,-4.84978,-4.583319,-2.2138376,-2.2471454,-3.5685484,-3.9177487,-2.7572608,-2.8292625,-2.2560503,-0.70318687,-1.5972042,-1.4587004,-0.88431996,-2.283091,-1.9355313,-1.2302542,biden-to-linus,FAKE
0.3127462,2.766023e-06,1762.294252630518,1554.6181312059164,3052.8590425531916,0.12261573304521277,-1103.786,24.226643,6.267128,-2.872959,-4.11425,-4.429399,-4.3465395,-3.2108,-4.9675694,-6.0242076,-3.5824406,-1.5827453,-2.5031729,-2.0345263,-2.3603399,-2.6503623,-2.019944,-2.2335165,-1.4240518,-2.002848,biden-to-linus,FAKE
0.3042826,2.901064e-06,2140.502433432969,1743.727563454565,4035.2393617021276,0.17241522606382978,-1098.596,24.040895,8.291314,5.5518985,-0.95308906,-8.855445,-7.840856,-3.969363,-5.0035167,-7.524746,-5.354798,-2.4547136,-4.386535,-2.80508,-2.5340161,-0.48257953,-2.7413042,-4.052375,-0.7897595,-2.2330134,biden-to-linus,FAKE
0.39548764,2.7141948e-06,1819.6612635135252,1477.0157223013298,3303.0252659574467,0.1600315824468085,-1096.7915,23.82542,-1.9012101,-10.490289,-10.738977,-6.046556,-0.08809473,1.7197912,-1.7427952,-5.3891883,-4.180367,0.5357223,-1.6788228,-1.6161042,-1.6932857,-1.4339975,-0.82707393,-1.0007157,-0.24986614,-2.4652915,biden-to-linus,FAKE
0.39552552,1.3934007e-06,1784.9645711285464,1453.6969313717343,3143.035239361702,0.15443193151595744,-1100.7744,21.696865,-12.120207,-23.988018,-18.292105,-6.11082,4.130857,7.252202,5.4287133,2.3786843,0.69703823,0.31225336,-0.7545871,-1.0658091,-0.17275809,-0.054531716,-0.91752285,-1.8098754,0.30207542,2.729423,biden-to-linus,FAKE
0.26455986,1.9885117e-06,1819.132503716572,1534.4801193869225,3363.3643617021276,0.14684279421542554,-1107.7913,18.74433,-0.5167934,-8.17906,-7.430544,-3.9532259,-0.21255533,1.9571801,1.6100821,-1.9087512,-4.2000446,-2.6670856,-1.8874645,-0.8667591,-0.6338006,-0.50104684,-1.095064,-1.7658623,-2.020647,-2.9742734,biden-to-linus,FAKE
0.35405135,2.0931318e-06,1642.9495673562853,1443.7058443058168,2857.380319148936,0.1243143284574468,-1108.6672,16.539537,2.002308,0.71411514,-0.721534,-2.5291543,-2.9120471,-2.975983,-2.879576,-3.2339613,-3.6284826,-2.7027006,-2.7833817,-1.5599316,-1.796712,-1.0988634,-0.9655163,-1.9915714,-0.537268,-1.2539943,biden-to-linus,FAKE
0.31602502,4.477004e-06,2011.6281344301108,1704.2759241120425,3502.659574468085,0.1681661402925532,-1087.3644,33.801357,10.356236,-3.0127099,-5.6663713,-5.620798,-6.504685,-5.413566,-7.3111987,-8.011592,-8.23172,-3.836084,-2.7516584,-1.8909055,-4.2805114,-3.5307906,-2.6811109,-2.8995361,-0.46424788,-1.5691783,biden-to-linus,FAKE
0.33593944,2.360936e-06,1646.6226559382144,1527.6128788367485,3025.598404255319,0.1295191988031915,-1106.7638,23.317629,7.0665307,-1.2955662,-3.8514252,-2.4363692,-2.0414054,-3.8297584,-4.8558846,-4.0457263,-2.177758,-1.4536426,-1.677234,-1.5980737,-2.4322405,-1.688125,-0.65471697,-1.7507119,-1.9615399,-2.4498258,biden-to-linus,FAKE
0.32570538,3.2716525e-06,1362.0591136840553,1356.7956878949776,2371.675531914894,0.10543238863031915,-1095.1185,32.920464,5.446254,-5.055493,-6.2672267,-6.7712617,-5.559317,-2.889395,-3.773513,-6.859223,-4.635082,-0.4325641,-0.86091137,-2.130555,-2.8947644,-3.0893028,-3.4317575,-3.0216408,-1.5870734,-2.0160277,biden-to-linus,FAKE
0.35115594,3.4226919e-06,1588.0956593888886,1428.9709263049779,2883.8929521276596,0.12963347739361702,-1092.902,31.164825,2.432892,-1.850584,-4.926515,-8.684503,-5.0184927,-1.0511181,-3.693202,-7.0546355,-3.0744712,-0.85205597,-3.28204,-3.7760196,-4.260605,-3.0457,-1.9565322,-3.0855074,-1.5196913,-1.5274446,biden-to-linus,FAKE
0.434434,1.0079893e-06,1721.4537320092036,1327.823562301911,2995.2626329787236,0.16197951296542554,-1110.1886,15.343911,-9.540447,-19.722532,-13.562138,-1.6131712,5.4104834,6.177811,4.7994723,1.8362855,0.1419807,-0.049517453,-2.472123,-3.0696933,0.099463016,0.8139868,-1.2519774,-1.4491842,1.2215059,3.608825,biden-to-linus,FAKE
0.40623474,2.9821995e-06,1559.6042718117244,1335.4574455387312,2679.6875,0.13819398271276595,-1092.3248,33.519558,1.5967326,-11.585679,-8.537022,-1.721717,-1.9403023,-4.054549,-1.7463024,-1.6658827,-2.9820294,-2.0518482,-2.6908252,-2.033834,-2.7234251,-2.529599,-1.9264895,-2.6578526,-2.1447651,-2.9846406,biden-to-linus,FAKE
0.41293764,1.1112337e-06,1830.1286560774352,1508.645850785724,3231.3829787234044,0.15742914727393617,-1120.2528,10.427099,6.3689904,4.5917244,2.5686295,-0.7753888,-1.7238638,-1.6937883,-3.1038435,-2.421982,-1.6622697,-0.9537602,-1.7189407,-1.2350631,-0.74963135,-0.63081074,-0.5472937,-0.7288923,-1.0297645,-1.5341508,biden-to-linus,FAKE
0.37183315,2.5144698e-06,1890.8655674419854,1584.82272424044,3394.53125,0.1514918550531915,-1105.5543,18.382998,4.643907,1.3283436,-1.3285038,-3.560035,-4.191716,-2.2034986,-3.3394594,-5.4524374,-4.8035016,-2.6673114,-3.7106261,-3.1591077,-3.0181353,-1.2486651,-1.0288086,-1.9853398,-0.26070783,-1.4230199,biden-to-linus,FAKE
0.34489974,2.356566e-06,1384.4717329176847,1317.6624172840866,2384.724069148936,0.11134370844414894,-1104.6703,23.069366,2.5064077,-4.093196,-4.57839,-2.0511293,-0.9100642,-2.3712854,-1.8419391,-1.906391,-2.638247,-2.3401277,-2.1628623,-2.0994315,-2.3825147,-2.01221,-1.8574431,-2.2827156,-1.663884,-2.3359997,biden-to-linus,FAKE
0.32491958,2.7089795e-06,2027.0329685301456,1654.7209790877002,3666.472739361702,0.16783369348404256,-1105.3727,18.48232,9.623243,2.5205448,-0.79618233,-3.6173968,-5.915317,-4.8233953,-6.124544,-5.8714614,-5.931792,-4.2209697,-4.391148,-1.7515047,-1.5526836,-0.2905878,-0.21871269,-1.4462546,-1.3432288,-2.8319027,biden-to-linus,FAKE
0.32330117,3.0207707e-06,2702.5467511809757,1733.0467893604346,4430.186170212766,0.2625290890957447,-1102.6936,16.12981,10.529186,2.3150377,-1.5474529,-5.708338,-5.3371363,-2.6336505,-5.7312117,-4.753717,-7.443354,-2.3726158,-4.5825305,-1.7616564,-1.8967419,-0.9987837,-0.75757426,-2.136163,-0.0045611504,-1.7960114,biden-to-linus,FAKE
0.3731354,1.5654399e-06,1624.0340647050796,1337.2432114935214,2996.09375,0.14771027260638298,-1102.4501,23.053846,-9.240294,-25.285606,-17.927729,-0.56178176,7.104006,3.9263277,1.5104125,2.0703535,3.5504725,1.8984628,-4.32721,-6.807923,-2.6932518,1.9763722,3.0577168,0.044030342,-2.3747575,-0.51694393,biden-to-linus,FAKE
0.37928653,3.0528367e-06,1663.0529746414302,1379.3708051896704,2682.2639627659573,0.1497776761968085,-1097.4941,27.605598,-0.8494821,-11.852947,-6.2492785,-1.8991512,-2.6150062,-2.9380734,-2.815619,-3.2953815,-3.8193514,-1.4861109,-1.3356048,-1.8599054,-2.881591,-1.9976631,-2.3825798,-3.564574,-1.7420777,-1.3192669,biden-to-linus,FAKE
0.29955024,2.3435186e-06,1607.394810216612,1450.3602851368523,2798.5372340425533,0.12725440492021275,-1106.4098,24.162418,7.3333163,-2.1655977,-6.670879,-5.0573883,-2.6073987,-2.5836005,-3.5019782,-4.434825,-3.1174304,-2.2513409,-2.0296624,-0.62355024,-1.0533549,-1.3560652,-2.0004942,-3.5586119,-2.5031226,-2.0060077,biden-to-linus,FAKE
0.40552795,2.0692885e-06,1383.7471061840326,1277.3122685334904,2348.238031914894,0.11399289394946809,-1109.1067,19.55256,3.615293,-2.8928602,-4.586262,-4.175073,-2.202759,0.59750587,1.9406241,-0.7893748,-3.7834373,-1.7303381,-0.21214928,-0.33740485,-1.5566374,-2.17343,-1.8528926,-2.8166225,-2.2682185,-1.0988227,biden-to-linus,FAKE
0.36742386,1.8370538e-06,1326.9094526722752,1267.7980927723704,2373.3377659574467,0.10159366688829788,-1109.4167,20.534805,5.645467,2.1191952,1.5695922,-2.8015766,-5.0507727,-2.8803377,-1.6240894,-2.4845972,-2.7402487,-1.9817212,-1.792207,-1.3876607,-1.5424948,-2.0402052,-1.4967538,-1.6793977,-2.0974288,-1.9527355,biden-to-linus,FAKE
0.39695632,1.7562933e-06,1635.026198641152,1448.8968630670422,2947.1409574468084,0.1368226396276596,-1109.185,19.276564,2.5365903,-3.4227893,-3.964745,-1.3936818,-0.041670024,-1.5561492,-1.5531168,-0.5300738,-0.9974809,-2.0146937,-1.723302,-0.51359546,-1.0719644,-1.4386071,-1.6281383,-2.0621347,-1.2717625,-1.714433,biden-to-linus,FAKE
0.43880847,2.0157252e-06,1868.2585159915468,1405.813119378619,3137.0511968085107,0.16978681848404256,-1108.9368,14.237018,2.3451018,-0.70161116,-0.2677828,-4.5190334,-4.5190763,-1.1636748,-0.80106854,-1.6974394,-3.3056803,-0.27887914,-1.5367156,-1.5866965,-1.855448,-0.8764631,-0.96310586,-2.8267694,-1.3240404,-0.56292444,biden-to-linus,FAKE
0.3951384,2.7356007e-06,1878.6334077471763,1601.2304403557073,3375.498670212766,0.1619587350398936,-1100.8379,24.138638,5.129538,-7.034393,-5.3451176,-2.9955769,-2.3431084,-3.498167,-3.1730912,-1.3033715,-2.6822634,-1.2655861,-2.8669443,-2.6580412,-3.1752448,-2.5850177,-2.7660158,-2.1628897,-0.73059016,-0.81921136,biden-to-linus,FAKE
0.40323043,2.0740335e-06,2158.7270271941356,1708.1788229703955,3801.030585106383,0.18905314993351063,-1108.0636,19.043865,6.5806603,0.09285697,-0.23784198,-3.8807895,-6.9866624,-3.9530585,-2.106008,-2.3174329,-3.299783,-1.178629,-0.7412623,-0.5872906,-1.5683428,-2.1941764,-1.9934392,-1.8231045,-1.6229854,-1.6323261,biden-to-linus,FAKE
0.32463863,2.8962497e-06,1636.9312227353255,1501.747776667116,2830.285904255319,0.1162576878324468,-1101.8784,24.614532,7.0222898,0.98871785,-2.8246424,-5.8367705,-4.8814263,-2.3458989,-2.779311,-5.0411935,-4.238298,-1.2808642,-2.2855406,-2.1735122,-2.880911,-1.3667846,-1.286818,-2.6044395,-1.8365368,-2.4154482,biden-to-linus,FAKE
0.3467313,2.542924e-06,1697.7959871458486,1519.6162539277798,3094.165558510638,0.12260014960106383,-1102.1647,23.284868,2.4193668,-2.4947746,-1.5728914,-2.9240534,-6.487937,-4.538519,-1.1761158,-2.9443655,-4.9687495,-2.7934425,-2.0970654,-1.1666753,-2.3583188,-2.341707,-1.7201452,-2.376335,-1.5406302,-2.0917783,biden-to-linus,FAKE
0.34666303,2.6499986e-06,1517.8867581324873,1427.4071966661052,2659.0757978723404,0.10979055851063829,-1104.1304,21.555016,2.8884478,-1.3438946,-2.447613,-5.411694,-5.457765,-2.5795429,-2.124301,-3.728849,-2.8609407,-2.2685962,-2.524777,-1.5431209,-2.2132347,-1.7626907,-1.6176049,-2.2658741,-0.87184745,-1.1041346,biden-to-linus,FAKE
0.3814814,2.0281734e-06,1629.5237879699512,1383.915720236408,2923.28789893617,0.12909844581117022,-1097.5847,26.03869,-5.530692,-18.586988,-16.05132,-5.793651,2.1695948,5.1147575,3.9984822,0.48559046,-2.160747,-3.3016126,-3.2535775,-2.4119792,-2.6465592,-2.167856,-2.8436468,-1.4598782,2.7514074,2.7231905,biden-to-linus,FAKE
0.37893927,2.1306437e-06,1691.2920544611447,1496.6918749812603,2919.2985372340427,0.13588763297872342,-1109.1116,18.67819,4.913,-2.0886781,-4.020255,-4.3360806,-3.3490512,-1.3070647,-2.4698064,-3.4559057,-2.3541522,-1.4295837,-1.92099,-0.7326243,-0.9584245,-1.2254065,-1.3012732,-1.783792,-0.9162622,-1.1795005,biden-to-linus,FAKE
0.29608047,3.3359943e-06,1680.2740730738888,1549.2719667494634,3134.973404255319,0.12327023769946809,-1095.1897,28.126747,3.6442478,-3.3560188,-2.5911775,-3.847647,-6.327902,-6.024791,-4.0127707,-3.330739,-4.1551957,-3.163008,-2.8844848,-2.518019,-2.8364322,-1.1755655,-1.4477423,-2.45322,-1.0661066,-2.3166237,biden-to-linus,FAKE
0.38150173,2.8986758e-06,1319.3498151560032,1398.8670660044934,2479.886968085106,0.07778735871010638,-1097.5542,28.362894,4.9912887,2.4639199,0.0057188706,-5.23693,-6.547166,-4.4621034,-1.9866354,-4.490809,-5.698259,-1.89416,-1.1669692,-3.2376275,-3.6394753,-2.5140133,-2.977533,-3.7507834,-1.7246876,-1.8738582,biden-to-linus,FAKE
0.31976745,3.0226818e-06,1335.8886864534043,1452.6111957239123,2508.311170212766,0.07892495013297872,-1098.7339,28.819195,8.184307,4.331064,-1.3793789,-8.13824,-8.686152,-4.7809134,-3.4773684,-5.9599123,-4.285207,-3.162666,-4.191514,-2.413815,-1.6351342,-1.1367173,-2.0644264,-3.6042855,-0.87698245,-1.0902678,biden-to-linus,FAKE
0.41000617,2.235148e-06,2207.3832374393082,1680.8378412619666,3855.053191489362,0.19239320146276595,-1104.0822,20.490717,2.7307594,-2.9459217,-3.084161,-4.4855523,-2.6051207,0.41987678,-0.8798523,-2.194969,-3.4961925,-0.76860535,-2.4273088,-3.3377733,-2.4653997,-0.91903734,-2.3854735,-2.9732344,-0.7946246,-1.3472095,biden-to-linus,FAKE
0.40882328,1.5410278e-06,1623.701121668322,1568.3057349800902,2952.127659574468,0.12169630984042554,-1112.3452,14.743237,2.4316382,-3.3075514,-3.1719825,-2.2277215,-2.047768,-1.4763488,-1.1289784,-1.5815383,-2.0141187,0.14572114,0.15877745,-1.2516049,-1.9782902,-1.9075838,-1.8343393,-1.2897755,-0.53805995,-0.70640767,biden-to-linus,FAKE
0.33878013,2.8442512e-06,1727.4861188488933,1568.4828872390701,3180.3523936170213,0.13696808510638298,-1098.2352,27.761644,4.5523186,-2.2611377,-3.4819348,-3.7946644,-5.124913,-4.38617,-2.3889217,-3.6835425,-4.9751663,-3.8533561,-2.7700894,-2.2828965,-3.6436079,-2.7115688,-2.353712,-3.310479,-1.5900605,-2.0936003,biden-to-linus,FAKE
0.46224198,3.1806943e-07,1470.4250325820321,1307.1066890780091,2548.7034574468084,0.1260960355718085,-1128.1849,2.6523895,-1.1715138,-3.574298,-2.8446689,-0.19043599,1.9403714,2.1791787,0.9665662,-0.39726564,-1.0150552,-0.8418327,-0.29941034,0.23101273,0.5456568,0.54280883,0.24742676,-0.13543275,-0.3621207,-0.37445438,biden-to-linus,FAKE
0.38661903,2.6162897e-06,1693.7508865868483,1508.3208632602204,3180.435505319149,0.1291971409574468,-1101.6766,19.682001,-2.579043,-0.1496855,-1.6903816,-5.0631995,-5.113223,-2.795876,-0.47209916,-3.7096698,-3.8815682,-1.9602782,-1.9273336,-1.4196688,-2.7574794,-1.3049706,-0.56714076,-3.044468,-1.2220566,-1.3576796,biden-to-linus,FAKE
0.34223536,3.0784363e-06,1537.9693340712556,1533.9782259444544,2903.590425531915,0.11724983377659574,-1098.5541,28.371063,2.4707217,-6.3967175,-3.4257336,-1.4208859,-4.989652,-5.566728,-1.9942245,-1.9890257,-3.3718612,-3.610009,-2.8329408,-1.2068796,-2.20299,-2.7808046,-2.5191627,-2.386631,-2.2643068,-2.7011397,biden-to-linus,FAKE
0.3814195,1.5785191e-06,1805.5412189249303,1570.874363825825,3150.182845744681,0.1724879488031915,-1112.377,15.315689,4.0583177,-1.2454714,-1.0368909,-1.3411641,-2.635361,-2.8676863,-2.029274,-0.51780725,-1.6834558,-0.76774436,-1.3801868,-1.3489758,-1.8854854,-1.6528225,-1.2375605,-2.2680712,-1.6730325,-1.3780118,biden-to-linus,FAKE
0.36187565,4.120602e-06,1488.201843016466,1302.0388774801897,2427.3603723404253,0.1179718666888298,-1077.1049,43.40195,0.4254737,-8.376714,-6.905473,-10.226736,-9.59725,-3.7043223,-1.1963762,-3.9637325,-3.7108777,-1.001185,-1.8042144,-2.6394255,-4.441096,-3.6819134,-4.1291027,-4.991419,-2.3533964,-2.3852537,biden-to-linus,FAKE
0.36848855,2.2329525e-06,2009.8096267759565,1543.8800020864333,3444.3982712765956,0.18135492852393617,-1104.903,20.850937,-0.08795259,-8.004459,-8.67621,-4.676621,-0.36064205,0.8551952,-0.52161145,-1.6545236,-1.4986204,-1.0723696,-2.0175927,-1.5998827,-0.9016289,-0.98201525,-2.3467786,-2.6268992,-1.0915434,-1.5040637,biden-to-linus,FAKE
0.3698087,2.2421302e-06,1611.1903081534463,1389.9072202748482,2774.2686170212764,0.1426975980718085,-1102.5911,22.508358,-2.2723203,-6.591414,-4.1915307,-4.857011,-5.278214,-2.2162733,0.15730242,-1.0283536,-0.26521105,0.31146687,-0.9995844,-0.93348855,-1.9128994,-2.0934064,-1.1451237,-2.1937838,-1.9547235,-1.275461,biden-to-linus,FAKE
0.3325358,2.0608059e-06,1690.6170101742096,1496.1577326683987,2975.7313829787236,0.13685380651595744,-1107.2607,20.30747,1.5441648,-5.8850946,-3.785807,-0.50065076,-3.8344002,-5.5413785,-2.8825014,-1.7554631,-1.7175642,-1.2471601,-1.8466976,-1.6234337,-1.9511108,-1.4838755,-1.2682052,-2.07525,-0.9162203,-1.025891,biden-to-linus,FAKE
0.37905928,2.6940386e-06,1638.3678981283017,1479.9316440906002,2979.05585106383,0.11731216755319149,-1102.6322,21.952982,6.476065,5.782183,-0.0040019117,-6.0770216,-5.328458,-3.0947022,-4.8054643,-7.512561,-4.787944,-1.8100834,-3.601639,-2.4269085,-1.9796407,-1.1651671,-0.93889034,-1.2005159,-0.068433754,-1.8242749,biden-to-linus,FAKE
0.30767748,2.65421e-06,1920.8902049047254,1670.7356113774645,3661.8184840425533,0.12879197140957446,-1107.5592,17.768599,10.45311,9.527268,0.5479389,-4.5993085,-5.4379644,-5.528738,-6.5215397,-7.9320087,-5.1057134,-4.1369104,-5.778641,-1.7101005,-2.0658758,-1.21826,-1.4670926,-0.9695305,0.07689333,-2.3330274,biden-to-linus,FAKE
0.36249423,2.2015586e-06,2421.6251745300606,1813.23029264719,4262.632978723404,0.21214261968085107,-1108.5186,16.663284,7.9589562,5.8100104,0.20537943,-4.3047724,-4.8439736,-3.7651033,-4.4723682,-5.365879,-4.3394575,-2.854809,-3.8616593,-1.8110934,-2.0302875,-1.2014439,-1.6998684,-1.8632731,-0.03270554,-2.3559341,biden-to-linus,FAKE
0.27094197,3.1474485e-06,1654.1190533055737,1577.8274998429208,3002.49335106383,0.11345786236702128,-1101.3314,22.15628,4.9678216,4.3703394,-0.7215193,-8.541248,-8.358029,-3.900688,-5.508453,-8.164047,-4.8997297,-2.9969535,-3.6323316,-1.4395587,-1.5836554,-0.58665377,-0.83354306,-2.1463153,-1.1287559,-3.2886834,biden-to-linus,FAKE
0.4469744,1.5518509e-06,1563.662992127173,1299.7504196678656,2664.1456117021276,0.12911922373670212,-1107.6342,19.239777,-5.976991,-16.824492,-11.127969,-0.8810974,4.3292556,3.5249524,0.957724,0.038957976,0.8814883,0.45900166,-1.8524868,-3.0714078,-2.3222265,-0.8598612,-0.28452253,-0.8817073,-0.3767272,1.4986261,biden-to-linus,FAKE
0.32071382,3.6720876e-06,1537.1517354641908,1379.1272205331748,2657.8291223404253,0.10575444647606383,-1090.0804,30.517635,-6.677605,-13.263337,-9.942286,-6.43413,-1.5054886,0.2293258,-3.1475348,-5.903819,-2.1767652,-0.170499,-2.215307,-2.947242,-2.6856709,-0.27009782,-0.52565277,-3.1775937,-1.1727166,-0.65945506,biden-to-linus,FAKE
0.3702585,1.9672295e-06,1854.0828150220402,1518.027658981621,3266.123670212766,0.15059840425531915,-1108.7866,18.186834,3.8378727,-3.7711227,-6.146489,-4.8145127,-2.576122,1.015528,0.14299758,-2.485104,-3.7106385,-3.4741156,-4.5206666,-2.8598921,-0.83897114,1.4314184,1.2957236,-1.182146,-1.1684365,-2.6166093,biden-to-linus,FAKE
0.37093428,3.001652e-06,1763.189967505937,1509.3825475918375,3118.60039893617,0.1414613115026596,-1094.4384,28.211735,-0.023283858,-9.67069,-7.430712,-4.512317,-2.5913396,-1.5604359,-3.189009,-4.624878,-3.9801755,-2.5767775,-3.2563818,-1.7783983,-2.1004395,-1.3475621,-0.32086065,-1.661845,-2.1714373,-2.462042,biden-to-linus,FAKE
