image_name,label,original_sample
biden-to-linus_149.png,FAKE,biden-to-linus
biden-to-linus_150.png,FAKE,biden-to-linus
biden-to-linus_151.png,FAKE,biden-to-linus
biden-to-linus_152.png,FAKE,biden-to-linus
biden-to-linus_153.png,FAKE,biden-to-linus
biden-to-linus_154.png,FAKE,biden-to-linus
biden-to-linus_155.png,FAKE,biden-to-linus
biden-to-linus_156.png,FAKE,biden-to-linus
biden-to-linus_157.png,FAKE,biden-to-linus
biden-to-linus_158.png,FAKE,biden-to-linus
biden-to-linus_159.png,FAKE,biden-to-linus
biden-to-linus_160.png,FAKE,biden-to-linus
biden-to-linus_161.png,FAKE,biden-to-linus
biden-to-linus_162.png,FAKE,biden-to-linus
biden-to-linus_163.png,FAKE,biden-to-linus
biden-to-linus_164.png,FAKE,biden-to-linus
biden-to-linus_165.png,FAKE,biden-to-linus
biden-to-linus_166.png,FAKE,biden-to-linus
biden-to-linus_167.png,FAKE,biden-to-linus
biden-to-linus_168.png,FAKE,biden-to-linus
biden-to-linus_169.png,FAKE,biden-to-linus
biden-to-linus_170.png,FAKE,biden-to-linus
biden-to-linus_171.png,FAKE,biden-to-linus
biden-to-linus_172.png,FAKE,biden-to-linus
biden-to-linus_173.png,FAKE,biden-to-linus
biden-to-linus_174.png,FAKE,biden-to-linus
biden-to-linus_175.png,FAKE,biden-to-linus
biden-to-linus_176.png,FAKE,biden-to-linus
biden-to-linus_177.png,FAKE,biden-to-linus
biden-to-linus_178.png,FAKE,biden-to-linus
biden-to-linus_179.png,FAKE,biden-to-linus
biden-to-linus_180.png,FAKE,biden-to-linus
biden-to-linus_181.png,FAKE,biden-to-linus
biden-to-linus_182.png,FAKE,biden-to-linus
biden-to-linus_183.png,FAKE,biden-to-linus
biden-to-linus_184.png,FAKE,biden-to-linus
biden-to-linus_185.png,FAKE,biden-to-linus
biden-to-linus_186.png,FAKE,biden-to-linus
biden-to-linus_187.png,FAKE,biden-to-linus
biden-to-linus_188.png,FAKE,biden-to-linus
biden-to-linus_189.png,FAKE,biden-to-linus
biden-to-linus_190.png,FAKE,biden-to-linus
biden-to-linus_191.png,FAKE,biden-to-linus
biden-to-linus_192.png,FAKE,biden-to-linus
biden-to-linus_193.png,FAKE,biden-to-linus
biden-to-linus_194.png,FAKE,biden-to-linus
biden-to-linus_195.png,FAKE,biden-to-linus
biden-to-linus_196.png,FAKE,biden-to-linus
biden-to-linus_197.png,FAKE,biden-to-linus
biden-to-linus_198.png,FAKE,biden-to-linus
biden-to-linus_199.png,FAKE,biden-to-linus
biden-to-margot_0.png,FAKE,biden-to-margot
biden-to-margot_1.png,FAKE,biden-to-margot
biden-to-margot_2.png,FAKE,biden-to-margot
biden-to-margot_3.png,FAKE,biden-to-margot
biden-to-margot_4.png,FAKE,biden-to-margot
biden-to-margot_5.png,FAKE,biden-to-margot
biden-to-margot_6.png,FAKE,biden-to-margot
biden-to-margot_7.png,FAKE,biden-to-margot
biden-to-margot_8.png,FAKE,biden-to-margot
biden-to-margot_9.png,FAKE,biden-to-margot
biden-to-margot_10.png,FAKE,biden-to-margot
biden-to-margot_11.png,FAKE,biden-to-margot
biden-to-margot_12.png,FAKE,biden-to-margot
biden-to-margot_13.png,FAKE,biden-to-margot
biden-to-margot_14.png,FAKE,biden-to-margot
biden-to-margot_15.png,FAKE,biden-to-margot
biden-to-margot_16.png,FAKE,biden-to-margot
biden-to-margot_17.png,FAKE,biden-to-margot
biden-to-margot_18.png,FAKE,biden-to-margot
biden-to-margot_19.png,FAKE,biden-to-margot
biden-to-margot_20.png,FAKE,biden-to-margot
biden-to-margot_21.png,FAKE,biden-to-margot
biden-to-margot_22.png,FAKE,biden-to-margot
biden-to-margot_23.png,FAKE,biden-to-margot
biden-to-margot_24.png,FAKE,biden-to-margot
biden-to-margot_25.png,FAKE,biden-to-margot
biden-to-margot_26.png,FAKE,biden-to-margot
biden-to-margot_27.png,FAKE,biden-to-margot
biden-to-margot_28.png,FAKE,biden-to-margot
biden-to-margot_29.png,FAKE,biden-to-margot
biden-to-margot_30.png,FAKE,biden-to-margot
biden-to-margot_31.png,FAKE,biden-to-margot
biden-to-margot_32.png,FAKE,biden-to-margot
biden-to-margot_33.png,FAKE,biden-to-margot
biden-to-margot_34.png,FAKE,biden-to-margot
biden-to-margot_35.png,FAKE,biden-to-margot
biden-to-margot_36.png,FAKE,biden-to-margot
biden-to-margot_37.png,FAKE,biden-to-margot
biden-to-margot_38.png,FAKE,biden-to-margot
biden-to-margot_39.png,FAKE,biden-to-margot
biden-to-margot_40.png,FAKE,biden-to-margot
biden-to-margot_41.png,FAKE,biden-to-margot
biden-to-margot_42.png,FAKE,biden-to-margot
biden-to-margot_43.png,FAKE,biden-to-margot
biden-to-margot_44.png,FAKE,biden-to-margot
biden-to-margot_45.png,FAKE,biden-to-margot
biden-to-margot_46.png,FAKE,biden-to-margot
biden-to-margot_47.png,FAKE,biden-to-margot
biden-to-margot_48.png,FAKE,biden-to-margot
biden-to-margot_49.png,FAKE,biden-to-margot
biden-to-margot_50.png,FAKE,biden-to-margot
biden-to-margot_51.png,FAKE,biden-to-margot
biden-to-margot_52.png,FAKE,biden-to-margot
biden-to-margot_53.png,FAKE,biden-to-margot
biden-to-margot_54.png,FAKE,biden-to-margot
biden-to-margot_55.png,FAKE,biden-to-margot
biden-to-margot_56.png,FAKE,biden-to-margot
biden-to-margot_57.png,FAKE,biden-to-margot
biden-to-margot_58.png,FAKE,biden-to-margot
biden-to-margot_59.png,FAKE,biden-to-margot
biden-to-margot_60.png,FAKE,biden-to-margot
biden-to-margot_61.png,FAKE,biden-to-margot
biden-to-margot_62.png,FAKE,biden-to-margot
biden-to-margot_63.png,FAKE,biden-to-margot
biden-to-margot_64.png,FAKE,biden-to-margot
biden-to-margot_65.png,FAKE,biden-to-margot
biden-to-margot_66.png,FAKE,biden-to-margot
biden-to-margot_67.png,FAKE,biden-to-margot
biden-to-margot_68.png,FAKE,biden-to-margot
biden-to-margot_69.png,FAKE,biden-to-margot
biden-to-margot_70.png,FAKE,biden-to-margot
biden-to-margot_71.png,FAKE,biden-to-margot
biden-to-margot_72.png,FAKE,biden-to-margot
biden-to-margot_73.png,FAKE,biden-to-margot
biden-to-margot_74.png,FAKE,biden-to-margot
biden-to-margot_75.png,FAKE,biden-to-margot
biden-to-margot_76.png,FAKE,biden-to-margot
biden-to-margot_77.png,FAKE,biden-to-margot
biden-to-margot_78.png,FAKE,biden-to-margot
biden-to-margot_79.png,FAKE,biden-to-margot
biden-to-margot_80.png,FAKE,biden-to-margot
biden-to-margot_81.png,FAKE,biden-to-margot
biden-to-margot_82.png,FAKE,biden-to-margot
biden-to-margot_83.png,FAKE,biden-to-margot
biden-to-margot_84.png,FAKE,biden-to-margot
biden-to-margot_85.png,FAKE,biden-to-margot
biden-to-margot_86.png,FAKE,biden-to-margot
biden-to-margot_87.png,FAKE,biden-to-margot
biden-to-margot_88.png,FAKE,biden-to-margot
biden-to-margot_89.png,FAKE,biden-to-margot
biden-to-margot_90.png,FAKE,biden-to-margot
biden-to-margot_91.png,FAKE,biden-to-margot
biden-to-margot_92.png,FAKE,biden-to-margot
biden-to-margot_93.png,FAKE,biden-to-margot
biden-to-margot_94.png,FAKE,biden-to-margot
biden-to-margot_95.png,FAKE,biden-to-margot
biden-to-margot_96.png,FAKE,biden-to-margot
biden-to-margot_97.png,FAKE,biden-to-margot
biden-to-margot_98.png,FAKE,biden-to-margot
biden-to-margot_99.png,FAKE,biden-to-margot
biden-to-margot_100.png,FAKE,biden-to-margot
biden-to-margot_101.png,FAKE,biden-to-margot
biden-to-margot_102.png,FAKE,biden-to-margot
biden-to-margot_103.png,FAKE,biden-to-margot
biden-to-margot_104.png,FAKE,biden-to-margot
biden-to-margot_105.png,FAKE,biden-to-margot
biden-to-margot_106.png,FAKE,biden-to-margot
biden-to-margot_107.png,FAKE,biden-to-margot
biden-to-margot_108.png,FAKE,biden-to-margot
biden-to-margot_109.png,FAKE,biden-to-margot
biden-to-margot_110.png,FAKE,biden-to-margot
biden-to-margot_111.png,FAKE,biden-to-margot
biden-to-margot_112.png,FAKE,biden-to-margot
biden-to-margot_113.png,FAKE,biden-to-margot
biden-to-margot_114.png,FAKE,biden-to-margot
biden-to-margot_115.png,FAKE,biden-to-margot
biden-to-margot_116.png,FAKE,biden-to-margot
biden-to-margot_117.png,FAKE,biden-to-margot
biden-to-margot_118.png,FAKE,biden-to-margot
biden-to-margot_119.png,FAKE,biden-to-margot
biden-to-margot_120.png,FAKE,biden-to-margot
biden-to-margot_121.png,FAKE,biden-to-margot
biden-to-margot_122.png,FAKE,biden-to-margot
biden-to-margot_123.png,FAKE,biden-to-margot
biden-to-margot_124.png,FAKE,biden-to-margot
biden-to-margot_125.png,FAKE,biden-to-margot
biden-to-margot_126.png,FAKE,biden-to-margot
biden-to-margot_127.png,FAKE,biden-to-margot
biden-to-margot_128.png,FAKE,biden-to-margot
biden-to-margot_129.png,FAKE,biden-to-margot
biden-to-margot_130.png,FAKE,biden-to-margot
biden-to-margot_131.png,FAKE,biden-to-margot
biden-to-margot_132.png,FAKE,biden-to-margot
biden-to-margot_133.png,FAKE,biden-to-margot
biden-to-margot_134.png,FAKE,biden-to-margot
biden-to-margot_135.png,FAKE,biden-to-margot
biden-to-margot_136.png,FAKE,biden-to-margot
biden-to-margot_137.png,FAKE,biden-to-margot
biden-to-margot_138.png,FAKE,biden-to-margot
biden-to-margot_139.png,FAKE,biden-to-margot
biden-to-margot_140.png,FAKE,biden-to-margot
biden-to-margot_141.png,FAKE,biden-to-margot
biden-to-margot_142.png,FAKE,biden-to-margot
biden-to-margot_143.png,FAKE,biden-to-margot
biden-to-margot_144.png,FAKE,biden-to-margot
biden-to-margot_145.png,FAKE,biden-to-margot
biden-to-margot_146.png,FAKE,biden-to-margot
biden-to-margot_147.png,FAKE,biden-to-margot
biden-to-margot_148.png,FAKE,biden-to-margot
biden-to-margot_149.png,FAKE,biden-to-margot
biden-to-margot_150.png,FAKE,biden-to-margot
biden-to-margot_151.png,FAKE,biden-to-margot
biden-to-margot_152.png,FAKE,biden-to-margot
biden-to-margot_153.png,FAKE,biden-to-margot
biden-to-margot_154.png,FAKE,biden-to-margot
biden-to-margot_155.png,FAKE,biden-to-margot
biden-to-margot_156.png,FAKE,biden-to-margot
biden-to-margot_157.png,FAKE,biden-to-margot
biden-to-margot_158.png,FAKE,biden-to-margot
biden-to-margot_159.png,FAKE,biden-to-margot
biden-to-margot_160.png,FAKE,biden-to-margot
biden-to-margot_161.png,FAKE,biden-to-margot
biden-to-margot_162.png,FAKE,biden-to-margot
biden-to-margot_163.png,FAKE,biden-to-margot
biden-to-margot_164.png,FAKE,biden-to-margot
biden-to-margot_165.png,FAKE,biden-to-margot
biden-to-margot_166.png,FAKE,biden-to-margot
biden-to-margot_167.png,FAKE,biden-to-margot
biden-to-margot_168.png,FAKE,biden-to-margot
biden-to-margot_169.png,FAKE,biden-to-margot
biden-to-margot_170.png,FAKE,biden-to-margot
biden-to-margot_171.png,FAKE,biden-to-margot
biden-to-margot_172.png,FAKE,biden-to-margot
biden-to-margot_173.png,FAKE,biden-to-margot
biden-to-margot_174.png,FAKE,biden-to-margot
biden-to-margot_175.png,FAKE,biden-to-margot
biden-to-margot_176.png,FAKE,biden-to-margot
biden-to-margot_177.png,FAKE,biden-to-margot
biden-to-margot_178.png,FAKE,biden-to-margot
biden-to-margot_179.png,FAKE,biden-to-margot
biden-to-margot_180.png,FAKE,biden-to-margot
biden-to-margot_181.png,FAKE,biden-to-margot
biden-to-margot_182.png,FAKE,biden-to-margot
biden-to-margot_183.png,FAKE,biden-to-margot
biden-to-margot_184.png,FAKE,biden-to-margot
biden-to-margot_185.png,FAKE,biden-to-margot
biden-to-margot_186.png,FAKE,biden-to-margot
biden-to-margot_187.png,FAKE,biden-to-margot
biden-to-margot_188.png,FAKE,biden-to-margot
biden-to-margot_189.png,FAKE,biden-to-margot
biden-to-margot_190.png,FAKE,biden-to-margot
biden-to-margot_191.png,FAKE,biden-to-margot
biden-to-margot_192.png,FAKE,biden-to-margot
biden-to-margot_193.png,FAKE,biden-to-margot
biden-to-margot_194.png,FAKE,biden-to-margot
biden-to-margot_195.png,FAKE,biden-to-margot
biden-to-margot_196.png,FAKE,biden-to-margot
biden-to-margot_197.png,FAKE,biden-to-margot
biden-to-margot_198.png,FAKE,biden-to-margot
biden-to-margot_199.png,FAKE,biden-to-margot
biden-to-musk_0.png,FAKE,biden-to-musk
biden-to-musk_1.png,FAKE,biden-to-musk
biden-to-musk_2.png,FAKE,biden-to-musk
biden-to-musk_3.png,FAKE,biden-to-musk
biden-to-musk_4.png,FAKE,biden-to-musk
biden-to-musk_5.png,FAKE,biden-to-musk
biden-to-musk_6.png,FAKE,biden-to-musk
biden-to-musk_7.png,FAKE,biden-to-musk
biden-to-musk_8.png,FAKE,biden-to-musk
biden-to-musk_9.png,FAKE,biden-to-musk
biden-to-musk_10.png,FAKE,biden-to-musk
biden-to-musk_11.png,FAKE,biden-to-musk
biden-to-musk_12.png,FAKE,biden-to-musk
biden-to-musk_13.png,FAKE,biden-to-musk
biden-to-musk_14.png,FAKE,biden-to-musk
biden-to-musk_15.png,FAKE,biden-to-musk
biden-to-musk_16.png,FAKE,biden-to-musk
biden-to-musk_17.png,FAKE,biden-to-musk
biden-to-musk_18.png,FAKE,biden-to-musk
biden-to-musk_19.png,FAKE,biden-to-musk
biden-to-musk_20.png,FAKE,biden-to-musk
biden-to-musk_21.png,FAKE,biden-to-musk
biden-to-musk_22.png,FAKE,biden-to-musk
biden-to-musk_23.png,FAKE,biden-to-musk
biden-to-musk_24.png,FAKE,biden-to-musk
biden-to-musk_25.png,FAKE,biden-to-musk
biden-to-musk_26.png,FAKE,biden-to-musk
biden-to-musk_27.png,FAKE,biden-to-musk
biden-to-musk_28.png,FAKE,biden-to-musk
biden-to-musk_29.png,FAKE,biden-to-musk
biden-to-musk_30.png,FAKE,biden-to-musk
biden-to-musk_31.png,FAKE,biden-to-musk
biden-to-musk_32.png,FAKE,biden-to-musk
biden-to-musk_33.png,FAKE,biden-to-musk
biden-to-musk_34.png,FAKE,biden-to-musk
biden-to-musk_35.png,FAKE,biden-to-musk
biden-to-musk_36.png,FAKE,biden-to-musk
biden-to-musk_37.png,FAKE,biden-to-musk
biden-to-musk_38.png,FAKE,biden-to-musk
biden-to-musk_39.png,FAKE,biden-to-musk
biden-to-musk_40.png,FAKE,biden-to-musk
biden-to-musk_41.png,FAKE,biden-to-musk
biden-to-musk_42.png,FAKE,biden-to-musk
biden-to-musk_43.png,FAKE,biden-to-musk
biden-to-musk_44.png,FAKE,biden-to-musk
biden-to-musk_45.png,FAKE,biden-to-musk
biden-to-musk_46.png,FAKE,biden-to-musk
biden-to-musk_47.png,FAKE,biden-to-musk
biden-to-musk_48.png,FAKE,biden-to-musk
biden-to-musk_49.png,FAKE,biden-to-musk
biden-to-musk_50.png,FAKE,biden-to-musk
biden-to-musk_51.png,FAKE,biden-to-musk
biden-to-musk_52.png,FAKE,biden-to-musk
biden-to-musk_53.png,FAKE,biden-to-musk
biden-to-musk_54.png,FAKE,biden-to-musk
biden-to-musk_55.png,FAKE,biden-to-musk
biden-to-musk_56.png,FAKE,biden-to-musk
biden-to-musk_57.png,FAKE,biden-to-musk
biden-to-musk_58.png,FAKE,biden-to-musk
biden-to-musk_59.png,FAKE,biden-to-musk
biden-to-musk_60.png,FAKE,biden-to-musk
biden-to-musk_61.png,FAKE,biden-to-musk
biden-to-musk_62.png,FAKE,biden-to-musk
biden-to-musk_63.png,FAKE,biden-to-musk
biden-to-musk_64.png,FAKE,biden-to-musk
biden-to-musk_65.png,FAKE,biden-to-musk
biden-to-musk_66.png,FAKE,biden-to-musk
biden-to-musk_67.png,FAKE,biden-to-musk
biden-to-musk_68.png,FAKE,biden-to-musk
biden-to-musk_69.png,FAKE,biden-to-musk
biden-to-musk_70.png,FAKE,biden-to-musk
biden-to-musk_71.png,FAKE,biden-to-musk
biden-to-musk_72.png,FAKE,biden-to-musk
biden-to-musk_73.png,FAKE,biden-to-musk
biden-to-musk_74.png,FAKE,biden-to-musk
biden-to-musk_75.png,FAKE,biden-to-musk
biden-to-musk_76.png,FAKE,biden-to-musk
biden-to-musk_77.png,FAKE,biden-to-musk
biden-to-musk_78.png,FAKE,biden-to-musk
biden-to-musk_79.png,FAKE,biden-to-musk
biden-to-musk_80.png,FAKE,biden-to-musk
biden-to-musk_81.png,FAKE,biden-to-musk
biden-to-musk_82.png,FAKE,biden-to-musk
biden-to-musk_83.png,FAKE,biden-to-musk
biden-to-musk_84.png,FAKE,biden-to-musk
biden-to-musk_85.png,FAKE,biden-to-musk
biden-to-musk_86.png,FAKE,biden-to-musk
biden-to-musk_87.png,FAKE,biden-to-musk
biden-to-musk_88.png,FAKE,biden-to-musk
biden-to-musk_89.png,FAKE,biden-to-musk
biden-to-musk_90.png,FAKE,biden-to-musk
biden-to-musk_91.png,FAKE,biden-to-musk
biden-to-musk_92.png,FAKE,biden-to-musk
biden-to-musk_93.png,FAKE,biden-to-musk
biden-to-musk_94.png,FAKE,biden-to-musk
biden-to-musk_95.png,FAKE,biden-to-musk
biden-to-musk_96.png,FAKE,biden-to-musk
biden-to-musk_97.png,FAKE,biden-to-musk
biden-to-musk_98.png,FAKE,biden-to-musk
biden-to-musk_99.png,FAKE,biden-to-musk
biden-to-musk_100.png,FAKE,biden-to-musk
biden-to-musk_101.png,FAKE,biden-to-musk
biden-to-musk_102.png,FAKE,biden-to-musk
biden-to-musk_103.png,FAKE,biden-to-musk
biden-to-musk_104.png,FAKE,biden-to-musk
biden-to-musk_105.png,FAKE,biden-to-musk
biden-to-musk_106.png,FAKE,biden-to-musk
biden-to-musk_107.png,FAKE,biden-to-musk
biden-to-musk_108.png,FAKE,biden-to-musk
biden-to-musk_109.png,FAKE,biden-to-musk
biden-to-musk_110.png,FAKE,biden-to-musk
biden-to-musk_111.png,FAKE,biden-to-musk
biden-to-musk_112.png,FAKE,biden-to-musk
biden-to-musk_113.png,FAKE,biden-to-musk
biden-to-musk_114.png,FAKE,biden-to-musk
biden-to-musk_115.png,FAKE,biden-to-musk
biden-to-musk_116.png,FAKE,biden-to-musk
biden-to-musk_117.png,FAKE,biden-to-musk
biden-to-musk_118.png,FAKE,biden-to-musk
biden-to-musk_119.png,FAKE,biden-to-musk
biden-to-musk_120.png,FAKE,biden-to-musk
biden-to-musk_121.png,FAKE,biden-to-musk
biden-to-musk_122.png,FAKE,biden-to-musk
biden-to-musk_123.png,FAKE,biden-to-musk
biden-to-musk_124.png,FAKE,biden-to-musk
biden-to-musk_125.png,FAKE,biden-to-musk
biden-to-musk_126.png,FAKE,biden-to-musk
biden-to-musk_127.png,FAKE,biden-to-musk
biden-to-musk_128.png,FAKE,biden-to-musk
biden-to-musk_129.png,FAKE,biden-to-musk
biden-to-musk_130.png,FAKE,biden-to-musk
biden-to-musk_131.png,FAKE,biden-to-musk
biden-to-musk_132.png,FAKE,biden-to-musk
biden-to-musk_133.png,FAKE,biden-to-musk
biden-to-musk_134.png,FAKE,biden-to-musk
biden-to-musk_135.png,FAKE,biden-to-musk
biden-to-musk_136.png,FAKE,biden-to-musk
biden-to-musk_137.png,FAKE,biden-to-musk
biden-to-musk_138.png,FAKE,biden-to-musk
biden-to-musk_139.png,FAKE,biden-to-musk
biden-to-musk_140.png,FAKE,biden-to-musk
biden-to-musk_141.png,FAKE,biden-to-musk
biden-to-musk_142.png,FAKE,biden-to-musk
biden-to-musk_143.png,FAKE,biden-to-musk
biden-to-musk_144.png,FAKE,biden-to-musk
biden-to-musk_145.png,FAKE,biden-to-musk
biden-to-musk_146.png,FAKE,biden-to-musk
biden-to-musk_147.png,FAKE,biden-to-musk
biden-to-musk_148.png,FAKE,biden-to-musk
biden-to-musk_149.png,FAKE,biden-to-musk
biden-to-musk_150.png,FAKE,biden-to-musk
biden-to-musk_151.png,FAKE,biden-to-musk
biden-to-musk_152.png,FAKE,biden-to-musk
biden-to-musk_153.png,FAKE,biden-to-musk
biden-to-musk_154.png,FAKE,biden-to-musk
biden-to-musk_155.png,FAKE,biden-to-musk
biden-to-musk_156.png,FAKE,biden-to-musk
biden-to-musk_157.png,FAKE,biden-to-musk
biden-to-musk_158.png,FAKE,biden-to-musk
